epoch,train_loss,train_accuracy,test_loss,test_accuracy,test_precision,test_recall,test_f1,learning_rate,elapsed_time
1,1.891129760028761,31.048,1.6533917720150795,38.0,39.240384575775465,38.0,35.42777708800761,3.29354578439947e-05,81.75345754623413
2,1.5678091846463624,41.904,1.4784467896078801,45.53,45.13672665020735,45.53000000000001,43.86383241909595,3.5737273660469055e-05,158.68616700172424
3,1.4436793687093594,46.833999999999996,1.3772398316936127,49.49,49.4096050097592,49.49000000000001,48.08726684261981,4.0391796508886814e-05,234.21771097183228
4,1.3527708378289363,50.246,1.280077675345597,54.190000000000005,53.8728375557121,54.190000000000005,53.166754259596956,4.687634873347401e-05,309.9929885864258
5,1.2882840882634263,53.108,1.2177742317224005,55.75,55.26314489415459,55.75,55.04567443576017,5.515933645275524e-05,385.9403831958771
6,1.2321384859359479,55.278000000000006,1.166855186793455,58.29,57.87883091047975,58.290000000000006,57.84305967462075,6.52004034905132e-05,461.52118825912476
7,1.1833823888807955,57.34,1.1681770560847726,58.02,58.6219132833475,58.019999999999996,57.17145147962567,7.695062799819294e-05,536.8679487705231
8,1.1512631607787382,58.462,1.1459906408741216,59.199999999999996,61.21792913609097,59.199999999999996,59.3046255089169,9.035276081077151e-05,612.3421046733856
9,1.1074184180830446,60.232,1.0766811636602802,61.42999999999999,61.705484527375944,61.42999999999999,61.18394571424312,0.00010534150437478142,689.5989809036255
10,1.0740216148021582,61.30799999999999,1.0747796832376224,61.73,62.79931436213902,61.73,61.10764828962718,0.0001218438308895006,765.8384001255035
11,1.0396882884032892,62.82600000000001,1.102232649827459,61.12,63.32618107393058,61.12,60.75901942592434,0.00013977933811127122,841.4155805110931
12,1.0192239188477206,63.38399999999999,1.0908809866115545,60.919999999999995,63.45754679576524,60.92000000000001,60.65037385454421,0.0001590606410874024,917.2317192554474
13,0.9933436945118868,64.454,1.077876311198921,62.029999999999994,64.41623715451075,62.029999999999994,62.30672307364182,0.00017959379791106353,992.7901937961578
14,0.9689646356398492,65.486,1.056472956374952,62.28,65.68480343707157,62.28,61.94533699601726,0.00020127876742281382,1068.7246301174164
15,0.9405860355900376,66.566,1.006313287528457,63.83,66.60077546641209,63.829999999999984,63.58240739040675,0.0002240098966287649,1144.5370209217072
16,0.9235369432765199,67.05799999999999,0.9678510495811511,66.13,68.47356415707796,66.13,65.90141903109466,0.0002476764354605907,1219.9466037750244
17,0.901555280627497,67.952,0.994158593712339,65.12,67.33713666911343,65.12,64.57203963706736,0.0002721630763693831,1295.6646769046783
18,0.887871915498353,68.56,0.984734577737796,65.73,68.92411293181655,65.73,65.00481836801862,0.00029735051612435424,1371.4985666275024
19,0.8674972859947273,69.202,0.9028475846454596,68.16,69.94885144999682,68.15999999999998,68.25992030084383,0.0003231160370792075,1447.2276980876923
20,0.8416923766245927,70.47,0.8819569945335388,68.44,70.06645837162036,68.44,68.55699915616678,0.000349334105074142,1523.204463005066
21,0.8251107608723214,70.916,0.8182939769356115,71.22,72.00841397704679,71.22,70.95854011815975,0.0003758769810604064,1598.960443496704
22,0.8054835892775479,71.734,0.9756001947791713,67.23,69.48529075517882,67.23000000000002,66.45196030284856,0.0004026153434674613,1674.9151508808136
23,0.7886770990727198,72.328,0.9612866662869788,66.82000000000001,69.17137762415602,66.82000000000001,66.30573355593808,0.00042941891828046684,1750.3093869686127
24,0.7897120837665275,72.334,0.8304593925643119,71.39999999999999,72.27597876349782,71.39999999999999,71.00769042280744,0.0004561571137582465,1826.0868427753448
25,0.7740203283174568,72.87400000000001,0.9422935539749777,67.24,71.0262069383395,67.24,66.8505713916116,0.0004826996566992692,1901.2711071968079
26,0.7507475951443547,73.642,0.9182657853812929,68.60000000000001,71.53918139292126,68.6,67.21927926164048,0.0005089172271556506,1976.8249790668488
27,0.747375880437129,73.94,0.8326107314817465,70.83,73.16031002436978,70.83,71.11899458175219,0.0005346820885027356,2052.8311903476715
28,0.7334067384757654,74.356,0.8417877207516106,69.98,73.77011140140087,69.98,70.01859208040531,0.0005598687097944475,2128.588220834732
29,0.7179768285178163,75.068,0.7776716873524295,72.86,74.63055331318735,72.85999999999999,72.12201214822673,0.0005843543773721876,2204.5347063541412
30,0.7046787951074903,75.40599999999999,0.7620813111970379,73.52,74.80632070581967,73.52,73.0475344180707,0.0006080197927474085,2280.328353404999
31,0.6861349462776842,76.08200000000001,0.8819203623540842,69.42,73.71883803701384,69.42,69.25958314466743,0.0006307496538448805,2355.7199947834015
32,0.6704034413904181,76.774,0.8644984140517605,71.13000000000001,74.97845149250078,71.13000000000001,70.91021797161414,0.0006524332167747258,2431.3103222846985
33,0.6631322246607002,76.922,0.7513792271826677,73.81,76.14725962412795,73.81,74.24085555193042,0.0006729648353961707,2507.119620323181
34,0.6533762163594555,77.332,0.7169848864625215,75.22999999999999,76.91622817176896,75.23,74.81120742516616,0.000692244476044167,2582.639152288437
35,0.6356037594854375,77.852,0.7340097419775216,74.83,76.11201092883213,74.83000000000001,74.09739315115222,0.0007101782049110397,2658.0359926223755
36,0.6281064102030776,78.274,0.6413921702439618,77.57,78.19275495601816,77.57000000000001,77.41804731936274,0.0007266786457085566,2733.9866783618927
37,0.6135173103083735,78.554,0.7855550050735474,73.1,74.99651708924256,73.10000000000001,72.40422380187135,0.0007416654053806061,2810.247209787369
38,0.6066612162248558,78.982,0.6954864343260504,75.83,77.8686474242891,75.83,76.12444790444736,0.0007550654657923377,2886.1303226947784
39,0.5914975837482821,79.57600000000001,0.6461099308387489,77.66,78.14544559185833,77.66,77.57044975946876,0.0007668135394873864,2961.3167293071747
40,0.5796663574969677,79.85799999999999,0.684337498276097,76.39,78.29812140417019,76.39,76.38959183527464,0.000776852387779867,3036.675689458847
