epoch,train_loss,train_accuracy,test_loss,test_accuracy,test_precision,test_recall,test_f1,learning_rate,elapsed_time
1,2.0159652594410247,26.214,1.7118829177443389,35.64,35.27078890477363,35.64,32.45610017335684,4.2629714200602604e-05,34.179967641830444
2,1.6070066266657446,40.056000000000004,1.4874774278349179,44.15,44.815229507737186,44.14999999999999,42.61723272990516,5.049004264917373e-05,67.92382764816284
3,1.449693523556985,46.458,1.3430289348978905,50.06,49.70900260226466,50.06,48.82701303545732,6.34948586067857e-05,101.50705242156982
4,1.3426932931861,50.566,1.2655985009898045,53.410000000000004,52.96186876560204,53.410000000000004,52.25985470900403,8.150166645177212e-05,135.45397186279297
5,1.2651296064371953,54.157999999999994,1.2038388271240672,56.16,57.68442121433202,56.16000000000001,56.054956862043625,0.00010431316302456008,169.0931715965271
6,1.1852000723104648,56.86,1.1257482524130755,59.13,59.26448301721891,59.13,58.19732526998729,0.0001316793995065061,202.72671055793762
7,1.1235553324984773,59.728,1.0685195600151256,60.81999999999999,61.38364452518168,60.82000000000001,60.327456376753666,0.00016330052014471984,236.63241505622864
8,1.058605843111682,61.928000000000004,1.1286869770402361,59.14,62.47978919219056,59.13999999999999,58.599936569201425,0.00019883004781427955,270.144118309021
9,1.016903559036572,63.62799999999999,1.0627397222883384,63.07000000000001,63.95773602136996,63.07000000000001,62.11395249584382,0.00023787868041746279,303.4940285682678
10,0.982308145831613,64.872,1.0112590804980819,64.16,66.76116213931229,64.16,63.83639629038262,0.00028001855652230853,337.4554605484009
11,0.9339178559725242,66.418,1.0802509997301042,60.940000000000005,68.60585737093679,60.94,60.93456056239033,0.0003247879435012975,370.94599175453186
12,0.9076588441191427,67.81,0.8904434366590658,68.07,69.27569156839125,68.07000000000001,67.86655685118794,0.00037169629680155103,404.7633249759674
13,0.8851634648145007,68.69,1.0211612669525632,62.849999999999994,69.63754799054868,62.85000000000001,62.67321127135928,0.0004202296349114,438.66141748428345
14,0.8489815870209423,69.93,1.0091037697093501,64.03999999999999,69.10009657221427,64.03999999999999,64.45898794176634,0.0004698561711290524,472.1176817417145
15,0.8283240774936993,70.53399999999999,0.8417888052144628,70.59,72.6488136234919,70.59,70.2885643071112,0.0005200321404252652,505.6708195209503
16,0.811450838394787,71.22,1.113375554798515,62.12,69.52753673575658,62.12,61.067234005511615,0.0005702077575542583,539.4879465103149
17,0.7864803849050152,72.258,0.8613403887505744,69.67,74.02805839268567,69.67,70.09755057403116,0.000619833241128998,573.1277186870575
18,0.7788305450278474,72.698,0.9338823188642028,68.7,71.6619004798144,68.7,67.81773121678766,0.0006683648376541998,606.4101288318634
19,0.7544225901746384,73.65,0.7530124931578424,73.11,74.3567886062484,73.11,73.20804159402908,0.0007152707795108623,640.4276406764984
